video,group,name,error,fps,n_frames,duration_s,width,height,sampled_frames,people_max,people_median,people_max_conf,people_mean_conf,frac_frames_2plus,multi_person,frac_no_pose,median_key_visibility,n_frames_lowvis,frac_lowvis,shooter_jump_median_diag_per_s,shooter_jump_p90_diag_per_s,cam_shift_median_wpers,cam_shift_p90_wpers,absdiff_median,lum_mean,lum_std,content_area_frac,content_box,subject_h_median,pair_iou_median,multi_frames,frac_multi_overlapping,yolo_people_max,yolo_people_median,yolo_frac_2plus,yolo_biggest_h_median,yolo_second_h_median,panel_frac,panel_box,panel_lum_mean,panel_lum_std,frac_intruder_in_crop,median_iou_nearest,yolo_shooter_jump_bh_per_s,second_person_size_ratio,multi_person_yolo,subject_h_yolo,bucket,bucket_reason
c:\Users\karim\Desktop\Swichy\assets\videos\ShootingVideosDataset\Stephcurryleftwing3ptshooting_jumpshoot5.mp4,ShootingVideosDataset,Stephcurryleftwing3ptshooting_jumpshoot5.mp4,,24.0,76,3.17,1000,720,32,1,1.0,1,0.66,0.0,False,0.344,0.9133,0,0.0,0.1251,0.6548,0.0077,0.0136,2.2468,90.1,75.5,1.0,"0,0,1000,720",0.4378,,0,,7,6.0,1.0,0.466,0.271,0.725,"0,0,725,720",118.5,70.0,0.917,0.025,0.259,0.582,True,0.466,REJECT,second player of comparable size (0.58x shooter) inside the shooter crop in 92% of frames -- crop cannot isolate a single shooter
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-05-25 142320.mp4,training,Screen Recording 2026-05-25 142320.mp4,,30.0,295,9.83,426,566,32,2,1.0,2,0.97,0.031,False,0.031,0.9881,1,0.031,0.1245,1.373,0.0163,0.094,3.5598,96.6,63.6,1.0,"0,0,426,566",0.4348,0.0,1,0.0,7,6.0,1.0,0.472,0.36,1.0,"0,0,426,566",96.8,63.4,0.75,0.031,0.205,0.763,True,0.472,REJECT,second player of comparable size (0.76x shooter) inside the shooter crop in 75% of frames -- crop cannot isolate a single shooter
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 004129.mp4,training,Screen Recording 2026-08-14 004129.mp4,,30.0,129,4.3,1920,1080,32,1,1.0,1,0.59,0.0,False,0.406,0.8859,0,0.0,0.1932,0.6405,0.0007,0.0033,0.1869,116.1,51.7,1.0,"0,0,1920,1080",0.2621,,0,,1,1.0,0.0,0.261,,0.986,"15,0,1920,1073",116.0,51.8,,,,,False,0.261,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 41%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 004215.mp4,training,Screen Recording 2026-08-14 004215.mp4,,30.0,107,3.57,1920,1080,32,2,0.0,2,0.47,0.031,False,0.562,0.9585,0,0.0,0.3762,3.9405,0.0005,0.0037,0.2012,115.7,51.8,1.0,"0,0,1920,1080",0.2369,0.0682,1,1.0,1,1.0,0.0,0.262,,0.952,"20,21,1901,1071",116.1,51.6,,,,,False,0.262,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 56%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 004832.mp4,training,Screen Recording 2026-08-14 004832.mp4,,30.0,144,4.8,1920,1080,32,1,1.0,1,0.75,0.0,False,0.25,0.9519,0,0.0,0.0802,0.9205,0.0004,0.0038,0.1898,115.7,52.4,1.0,"0,0,1920,1080",0.3064,,0,,1,1.0,0.0,0.348,,0.995,"9,0,1920,1080",115.6,52.4,,,,,False,0.348,KEEP_NEEDS_PREPROCESSING,pose missing in 25% of sampled frames
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005322.mp4,training,Screen Recording 2026-08-14 005322.mp4,,30.0,107,3.57,1920,1080,32,1,0.0,1,0.09,0.0,False,0.906,0.9657,0,0.0,2.1809,3.768,0.001,0.0029,0.296,116.6,51.8,1.0,"0,0,1920,1080",0.2189,,0,,1,1.0,0.0,0.249,,0.985,"16,0,1920,1073",116.5,51.9,,,,,False,0.249,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 91%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005350.mp4,training,Screen Recording 2026-08-14 005350.mp4,,30.0,153,5.1,1920,1080,32,1,0.0,1,0.19,0.0,False,0.812,0.9067,0,0.0,0.145,2.0023,0.0003,0.0035,0.1874,116.7,52.0,1.0,"0,0,1920,1080",0.1905,,0,,1,1.0,0.0,0.242,,0.98,"21,0,1920,1070",116.5,52.1,,,,,False,0.242,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 81%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005414.mp4,training,Screen Recording 2026-08-14 005414.mp4,,30.0,102,3.4,1920,1080,32,1,0.0,1,0.22,0.0,False,0.781,0.6362,0,0.0,0.2774,1.5981,0.0005,0.0031,0.1607,116.6,52.1,1.0,"0,0,1920,1080",0.1062,,0,,1,1.0,0.0,0.256,,0.939,"14,31,1889,1069",117.3,51.7,,,,,False,0.256,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 78%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005440.mp4,training,Screen Recording 2026-08-14 005440.mp4,,30.0,119,3.97,1920,1080,32,1,1.0,1,0.62,0.0,False,0.375,0.914,0,0.0,0.1917,0.8475,0.0003,0.0025,0.186,116.2,52.0,1.0,"0,0,1920,1080",0.2233,,0,,1,1.0,0.0,0.241,,0.961,"22,0,1886,1069",116.5,52.1,,,,,False,0.241,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 38%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005503.mp4,training,Screen Recording 2026-08-14 005503.mp4,,30.0,91,3.03,1920,1080,32,1,1.0,1,0.81,0.0,False,0.188,0.9392,0,0.0,0.2117,0.6992,0.0006,0.0057,0.2532,115.9,51.9,1.0,"0,0,1920,1080",0.2366,,0,,1,1.0,0.0,0.252,,0.962,"18,12,1902,1071",116.1,51.8,,,,,False,0.252,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 19%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005520.mp4,training,Screen Recording 2026-08-14 005520.mp4,,30.0,101,3.37,1920,1080,32,1,0.0,1,0.38,0.0,False,0.625,0.9668,0,0.0,0.1811,0.5659,0.0006,0.0049,0.2493,115.7,51.9,1.0,"0,0,1920,1080",0.2362,,0,,1,1.0,0.0,0.266,,0.941,"21,21,1885,1068",116.3,51.7,,,,,False,0.266,KEEP_NEEDS_PREPROCESSING,subject only 0.27 of frame height (no-pose 62%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005540.mp4,training,Screen Recording 2026-08-14 005540.mp4,,30.0,81,2.7,1920,1080,32,2,1.0,2,0.72,0.094,False,0.375,0.9555,0,0.0,0.2021,1.3058,0.0006,0.0027,0.1811,115.6,52.1,1.0,"0,0,1920,1080",0.2062,0.3406,3,1.0,1,1.0,0.0,0.241,,0.984,"20,0,1920,1074",115.4,52.2,,,,,False,0.241,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 38%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005601.mp4,training,Screen Recording 2026-08-14 005601.mp4,,30.0,159,5.3,1920,1080,32,2,1.0,2,0.75,0.031,False,0.281,0.9471,0,0.0,0.2552,0.8229,0.0013,0.0061,0.3713,115.8,52.1,1.0,"0,0,1920,1080",0.2698,0.4423,1,1.0,1,1.0,0.0,0.294,,1.0,"0,0,1920,1080",115.8,52.1,,,,,False,0.294,KEEP_NEEDS_PREPROCESSING,subject only 0.29 of frame height (no-pose 28%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005619.mp4,training,Screen Recording 2026-08-14 005619.mp4,,30.0,145,4.83,1920,1080,32,1,0.0,1,0.28,0.0,False,0.719,0.9525,0,0.0,0.4783,1.0047,0.0009,0.0071,0.3069,116.1,52.1,1.0,"0,0,1920,1080",0.2526,,0,,1,1.0,0.0,0.262,,0.945,"15,32,1884,1080",117.1,51.8,,,,,False,0.262,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 72%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005642.mp4,training,Screen Recording 2026-08-14 005642.mp4,,30.0,117,3.9,1920,1080,32,1,1.0,1,0.88,0.0,False,0.125,0.9536,0,0.0,0.0891,0.5166,0.0012,0.0046,0.2346,117.0,52.4,1.0,"0,0,1920,1080",0.2527,,0,,1,1.0,0.0,0.278,,0.956,"26,0,1880,1069",117.3,52.7,,,,,False,0.278,KEEP_NEEDS_PREPROCESSING,subject only 0.28 of frame height (no-pose 12%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005704.mp4,training,Screen Recording 2026-08-14 005704.mp4,,30.0,250,8.33,1920,1080,32,1,1.0,1,0.69,0.0,False,0.312,0.9523,0,0.0,0.042,0.4743,0.0011,0.0045,0.1942,117.0,52.2,1.0,"0,0,1920,1080",0.2222,,0,,1,1.0,0.0,0.243,,0.977,"8,0,1899,1071",117.0,52.4,,,,,False,0.243,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 31%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005724.mp4,training,Screen Recording 2026-08-14 005724.mp4,,30.0,89,2.97,1920,1080,32,1,1.0,1,0.91,0.0,False,0.094,0.9896,0,0.0,0.1096,0.5159,0.0009,0.0048,0.2654,116.8,51.9,1.0,"0,0,1920,1080",0.2537,,0,,1,1.0,0.0,0.289,,0.962,"18,17,1902,1076",117.2,51.7,,,,,False,0.289,KEEP_NEEDS_PREPROCESSING,subject only 0.29 of frame height (no-pose 9%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005744.mp4,training,Screen Recording 2026-08-14 005744.mp4,,30.0,134,4.47,1920,1080,32,1,1.0,1,0.59,0.0,False,0.406,0.9646,0,0.0,0.2883,0.5411,0.0009,0.0076,0.3095,116.3,51.7,1.0,"0,0,1920,1080",0.2829,,0,,1,1.0,0.0,0.296,,0.97,"22,2,1887,1080",116.6,51.8,,,,,False,0.296,KEEP_NEEDS_PREPROCESSING,subject only 0.30 of frame height (no-pose 41%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005827.mp4,training,Screen Recording 2026-08-14 005827.mp4,,30.0,106,3.53,1920,1080,32,1,1.0,1,0.72,0.0,False,0.25,0.9579,1,0.031,0.1483,0.5823,0.001,0.0054,0.3007,116.5,51.9,1.0,"0,0,1920,1080",0.2179,,0,,1,1.0,0.0,0.255,,0.98,"14,0,1906,1074",116.5,52.1,,,,,False,0.255,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 25%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005915.mp4,training,Screen Recording 2026-08-14 005915.mp4,,30.0,228,7.6,1920,1080,32,1,1.0,1,0.78,0.0,False,0.219,0.9236,0,0.0,0.1927,0.6484,0.0003,0.0053,0.2147,118.3,54.4,1.0,"0,0,1920,1080",0.2111,,0,,1,1.0,0.0,0.238,,0.977,"17,14,1918,1080",118.5,54.3,,,,,False,0.238,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 22%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005934.mp4,training,Screen Recording 2026-08-14 005934.mp4,,30.0,187,6.23,1920,1080,32,1,1.0,1,0.81,0.0,False,0.188,0.9377,0,0.0,0.1323,0.5485,0.0016,0.0081,0.2974,116.8,52.0,1.0,"0,0,1920,1080",0.269,,0,,1,1.0,0.0,0.302,,0.941,"23,31,1884,1080",117.6,51.7,,,,,False,0.302,KEEP_NEEDS_PREPROCESSING,pose missing in 19% of sampled frames
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005953.mp4,training,Screen Recording 2026-08-14 005953.mp4,,30.0,189,6.3,1920,1080,32,1,1.0,1,0.81,0.0,False,0.188,0.9856,0,0.0,0.0453,0.6618,0.0009,0.0061,0.1873,105.1,51.1,1.0,"0,0,1920,1080",0.4596,,0,,1,1.0,0.0,0.42,,1.0,"0,0,1920,1080",105.1,51.1,,,,,False,0.42,KEEP_NEEDS_PREPROCESSING,pose missing in 19% of sampled frames
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010914.mp4,training,Screen Recording 2026-08-14 010914.mp4,,30.0,161,5.37,1920,1080,32,1,1.0,1,0.81,0.0,False,0.188,0.9257,0,0.0,0.193,0.6592,0.0004,0.0048,0.2809,116.9,52.1,1.0,"0,0,1920,1080",0.2313,,0,,1,1.0,0.0,0.258,,0.956,"17,29,1904,1080",117.4,51.7,,,,,False,0.258,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 19%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010937.mp4,training,Screen Recording 2026-08-14 010937.mp4,,30.0,155,5.17,1920,1080,32,1,1.0,1,0.88,0.0,False,0.125,0.9682,0,0.0,0.4465,0.9854,0.0015,0.0148,0.2146,116.8,52.2,1.0,"0,0,1920,1080",0.3038,,0,,1,1.0,0.0,0.329,,0.952,"20,30,1901,1080",117.4,51.9,,,,,False,0.329,KEEP_CLEAN,
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010958.mp4,training,Screen Recording 2026-08-14 010958.mp4,,30.0,239,7.97,1920,1080,32,1,1.0,1,0.84,0.0,False,0.156,0.9754,0,0.0,0.2277,0.5336,0.0002,0.0063,0.1983,117.2,52.3,1.0,"0,0,1920,1080",0.2971,,0,,1,1.0,0.0,0.315,,0.952,"20,30,1901,1080",117.8,52.0,,,,,False,0.315,KEEP_NEEDS_PREPROCESSING,pose missing in 16% of sampled frames
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011022.mp4,training,Screen Recording 2026-08-14 011022.mp4,,30.0,184,6.13,1920,1080,32,1,1.0,1,0.66,0.0,False,0.344,0.9559,0,0.0,0.1847,1.2642,0.0003,0.0047,0.1721,117.4,51.8,1.0,"0,0,1920,1080",0.2805,,0,,1,1.0,0.0,0.245,,0.961,"18,0,1883,1069",117.6,52.0,,,,,False,0.245,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 34%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011040.mp4,training,Screen Recording 2026-08-14 011040.mp4,,30.0,194,6.47,1920,1080,32,1,0.0,1,0.31,0.0,False,0.688,0.9044,0,0.0,0.3479,0.7793,0.0005,0.0068,0.2332,117.2,51.6,1.0,"0,0,1920,1080",0.2445,,0,,1,1.0,0.0,0.172,,0.933,"22,31,1885,1070",117.9,51.4,,,,,False,0.172,KEEP_NEEDS_PREPROCESSING,subject only 0.17 of frame height (no-pose 69%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011059.mp4,training,Screen Recording 2026-08-14 011059.mp4,,30.0,210,7.0,1920,1080,32,1,0.0,1,0.41,0.0,False,0.594,0.9173,0,0.0,0.3141,0.8023,0.0005,0.0045,0.3061,116.9,52.1,1.0,"0,0,1920,1080",0.2354,,0,,1,1.0,0.0,0.163,,0.96,"22,0,1884,1069",117.1,52.3,,,,,False,0.163,KEEP_NEEDS_PREPROCESSING,subject only 0.16 of frame height (no-pose 59%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011122.mp4,training,Screen Recording 2026-08-14 011122.mp4,,30.0,212,7.07,1920,1080,32,1,0.0,1,0.31,0.0,False,0.656,0.8942,1,0.031,0.1423,0.6191,0.0003,0.0037,0.1744,117.3,51.6,1.0,"0,0,1920,1080",0.2332,,0,,1,1.0,0.0,0.162,,0.959,"25,0,1882,1071",117.5,51.8,,,,,False,0.162,KEEP_NEEDS_PREPROCESSING,subject only 0.16 of frame height (no-pose 66%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011917.mp4,training,Screen Recording 2026-08-14 011917.mp4,,30.0,218,7.27,1920,1080,32,1,1.0,1,0.62,0.0,False,0.375,0.928,0,0.0,0.2722,0.6083,0.0008,0.0063,0.4464,117.3,51.9,1.0,"0,0,1920,1080",0.2497,,0,,1,1.0,0.0,0.272,,0.983,"15,0,1903,1080",117.5,52.0,,,,,False,0.272,KEEP_NEEDS_PREPROCESSING,subject only 0.27 of frame height (no-pose 38%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011935.mp4,training,Screen Recording 2026-08-14 011935.mp4,,30.0,167,5.57,1920,1080,32,1,1.0,1,0.84,0.0,False,0.156,0.9379,0,0.0,0.2541,0.7152,0.0007,0.0075,0.2309,117.8,52.0,1.0,"0,0,1920,1080",0.2519,,0,,1,1.0,0.0,0.281,,0.958,"15,29,1905,1080",118.4,51.7,,,,,False,0.281,KEEP_NEEDS_PREPROCESSING,subject only 0.28 of frame height (no-pose 16%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011954.mp4,training,Screen Recording 2026-08-14 011954.mp4,,30.0,176,5.87,1920,1080,32,1,1.0,1,0.91,0.0,False,0.094,0.8962,0,0.0,0.1655,0.7923,0.0008,0.0078,0.2513,117.3,51.8,1.0,"0,0,1920,1080",0.2437,,0,,1,1.0,0.0,0.272,,0.969,"23,0,1883,1080",117.7,52.0,,,,,False,0.272,KEEP_NEEDS_PREPROCESSING,subject only 0.27 of frame height (no-pose 9%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012014.mp4,training,Screen Recording 2026-08-14 012014.mp4,,30.0,171,5.7,1920,1080,32,1,1.0,1,0.91,0.0,False,0.094,0.9137,0,0.0,0.1159,0.6996,0.0002,0.0069,0.1571,117.2,51.9,1.0,"0,0,1920,1080",0.3032,,0,,1,1.0,0.0,0.323,,0.968,"23,0,1882,1080",117.6,52.0,,,,,False,0.323,KEEP_CLEAN,
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012033.mp4,training,Screen Recording 2026-08-14 012033.mp4,,30.0,191,6.37,1920,1080,32,1,0.0,1,0.44,0.0,False,0.562,0.8981,0,0.0,0.0466,0.6252,0.0004,0.0053,0.1683,117.2,51.8,1.0,"0,0,1920,1080",0.2731,,0,,1,1.0,0.0,0.313,,0.955,"15,30,1901,1080",117.8,51.4,,,,,False,0.313,KEEP_NEEDS_PREPROCESSING,pose missing in 56% of sampled frames
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012053.mp4,training,Screen Recording 2026-08-14 012053.mp4,,30.0,177,5.9,1920,1080,32,1,0.5,1,0.5,0.0,False,0.5,0.9803,0,0.0,0.316,0.79,0.0002,0.0062,0.1864,117.0,51.6,1.0,"0,0,1920,1080",0.2172,,0,,1,1.0,0.0,0.255,,0.963,"0,30,1902,1080",117.6,51.2,,,,,False,0.255,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 50%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012526.mp4,training,Screen Recording 2026-08-14 012526.mp4,,30.0,170,5.67,1920,1080,32,2,1.0,2,0.97,0.062,False,0.094,0.9318,0,0.0,0.1733,1.798,0.0003,0.001,0.1609,116.6,51.7,1.0,"0,0,1920,1080",0.2218,0.0326,2,1.0,1,1.0,0.0,0.246,,0.978,"15,0,1905,1073",116.6,51.8,,,,,False,0.246,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 9%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012651.mp4,training,Screen Recording 2026-08-14 012651.mp4,,30.0,159,5.3,1920,1080,32,2,0.0,2,0.44,0.094,False,0.656,0.8839,0,0.0,0.3205,2.0971,0.0002,0.0013,0.1818,117.1,51.5,1.0,"0,0,1920,1080",0.2484,0.2135,3,1.0,1,1.0,0.0,0.158,,0.964,"21,0,1890,1069",117.2,51.7,,,,,False,0.158,KEEP_NEEDS_PREPROCESSING,subject only 0.16 of frame height (no-pose 66%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013549.mp4,training,Screen Recording 2026-08-14 013549.mp4,,30.0,202,6.73,1920,1080,32,1,0.0,1,0.16,0.0,False,0.844,0.9641,0,0.0,0.097,0.2599,0.0003,0.003,0.1613,115.7,53.8,1.0,"0,0,1920,1080",0.2176,,0,,1,1.0,0.0,0.253,,0.974,"0,8,1899,1072",116.2,53.7,,,,,False,0.253,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 84%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013608.mp4,training,Screen Recording 2026-08-14 013608.mp4,,30.0,253,8.43,1920,1080,32,1,0.0,1,0.22,0.0,False,0.781,0.9647,0,0.0,0.0836,0.4537,0.0002,0.001,0.1522,115.7,53.9,1.0,"0,0,1920,1080",0.193,,0,,1,1.0,0.0,0.253,,0.961,"19,15,1902,1073",116.5,53.6,,,,,False,0.253,KEEP_NEEDS_PREPROCESSING,subject only 0.25 of frame height (no-pose 78%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013626.mp4,training,Screen Recording 2026-08-14 013626.mp4,,30.0,217,7.23,1920,1080,32,1,1.0,1,0.78,0.0,False,0.219,0.9624,0,0.0,0.2062,0.5096,0.0003,0.002,0.25,115.8,53.8,1.0,"0,0,1920,1080",0.2016,,0,,1,1.0,0.0,0.227,,0.953,"24,28,1920,1070",116.7,53.6,,,,,False,0.227,KEEP_NEEDS_PREPROCESSING,subject only 0.23 of frame height (no-pose 22%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013643.mp4,training,Screen Recording 2026-08-14 013643.mp4,,30.0,202,6.73,1920,1080,32,1,1.0,1,0.78,0.0,False,0.219,0.9742,0,0.0,0.0508,0.2245,0.0003,0.0014,0.1522,115.7,53.8,1.0,"0,0,1920,1080",0.2092,,0,,1,1.0,0.0,0.24,,0.946,"19,30,1901,1072",116.9,53.4,,,,,False,0.24,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 22%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013702.mp4,training,Screen Recording 2026-08-14 013702.mp4,,30.0,243,8.1,1920,1080,32,1,1.0,1,0.56,0.0,False,0.438,0.9654,0,0.0,0.1398,0.7722,0.0002,0.0018,0.107,115.6,53.8,1.0,"0,0,1920,1080",0.2026,,0,,1,1.0,0.0,0.235,,0.949,"16,29,1901,1073",116.6,53.5,,,,,False,0.235,KEEP_NEEDS_PREPROCESSING,subject only 0.23 of frame height (no-pose 44%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013717.mp4,training,Screen Recording 2026-08-14 013717.mp4,,30.0,155,5.17,1920,1080,32,1,1.0,1,0.78,0.0,False,0.219,0.9576,0,0.0,0.0598,0.5377,0.0005,0.0036,0.2196,115.5,53.7,1.0,"0,0,1920,1080",0.2084,,0,,1,1.0,0.0,0.236,,0.962,"22,0,1884,1071",115.8,53.7,,,,,False,0.236,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 22%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013734.mp4,training,Screen Recording 2026-08-14 013734.mp4,,30.0,219,7.3,1920,1080,32,1,1.0,1,0.78,0.0,False,0.219,0.9658,0,0.0,0.0258,0.2699,0.0002,0.0014,0.148,115.6,53.7,1.0,"0,0,1920,1080",0.2096,,0,,1,1.0,0.0,0.236,,0.958,"0,31,1908,1072",116.6,53.4,,,,,False,0.236,KEEP_NEEDS_PREPROCESSING,subject only 0.24 of frame height (no-pose 22%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013749.mp4,training,Screen Recording 2026-08-14 013749.mp4,,30.0,157,5.23,1920,1080,32,1,1.0,1,0.69,0.0,False,0.312,0.9751,0,0.0,0.0442,0.3418,0.0002,0.0015,0.14,115.5,53.7,1.0,"0,0,1920,1080",0.207,,0,,1,1.0,0.0,0.229,,0.938,"25,33,1905,1068",116.7,53.4,,,,,False,0.229,KEEP_NEEDS_PREPROCESSING,subject only 0.23 of frame height (no-pose 31%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013804.mp4,training,Screen Recording 2026-08-14 013804.mp4,,30.0,181,6.03,1920,1080,32,1,1.0,1,0.69,0.0,False,0.312,0.9684,0,0.0,0.087,0.4029,0.0002,0.002,0.1599,115.6,53.8,1.0,"0,0,1920,1080",0.2087,,0,,1,1.0,0.0,0.228,,0.969,"0,28,1920,1074",116.6,53.5,,,,,False,0.228,KEEP_NEEDS_PREPROCESSING,subject only 0.23 of frame height (no-pose 31%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013820.mp4,training,Screen Recording 2026-08-14 013820.mp4,,30.0,186,6.2,1920,1080,32,0,0.0,0,0.0,0.0,False,1.0,,0,0.0,,,0.0007,0.0026,0.2631,115.4,53.7,1.0,"0,0,1920,1080",,,0,,1,1.0,0.0,0.258,,0.974,"20,2,1907,1072",115.6,53.8,,,,,False,0.258,KEEP_NEEDS_PREPROCESSING,subject only 0.26 of frame height (no-pose 100%) -- crop+upscale
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013910.mp4,training,Screen Recording 2026-08-14 013910.mp4,,30.0,120,4.0,1920,1080,32,1,0.0,1,0.25,0.0,False,0.75,0.8888,0,0.0,0.6076,0.8194,0.0075,0.0306,1.6116,211.2,78.5,1.0,"0,0,1920,1080",0.2166,,0,,2,1.0,0.083,0.274,0.074,0.299,"603,17,1196,1063",115.5,79.7,0.0,0.0,0.313,0.27,False,0.274,KEEP_NEEDS_PREPROCESSING,subject only 0.27 of frame height (no-pose 75%) -- crop+upscale; screen recording on a bright page (frame lum 211 vs panel 116); video panel is 30% of the frame
c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013929.mp4,training,Screen Recording 2026-08-14 013929.mp4,,30.0,222,7.4,1920,1080,32,2,1.0,2,0.62,0.062,False,0.438,0.9525,0,0.0,0.3489,1.1502,0.0112,0.0707,2.6166,210.5,78.2,1.0,"0,0,1920,1080",0.3144,0.3043,2,1.0,1,1.0,0.0,0.309,,0.299,"604,15,1196,1064",113.0,75.5,,,,,False,0.309,KEEP_NEEDS_PREPROCESSING,pose missing in 44% of sampled frames; screen recording on a bright page (frame lum 210 vs panel 113); video panel is 30% of the frame
